block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
89;nbody.g;;99.97;203.02;203.02;203.02;203.02;0;1;
90;nbody.g;;0;0.01;0.01;0.01;0.01;0;1;
79;nbody.g;;0;0;0;0;0;0;1;
80;nbody.g;;0;0;0;0;0;0;1;
91;nbody.g;;0;0;0;0;0;0;1;
