loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
10;nbody.i;main;6;;InBetween;44.79;15.98;;;;;;
9;nbody.i;main;6;;Innermost;2.75;0.98;;;;;;
8;nbody.i;main;6;;Outermost;0.2;0.07;;;;;;
0;nbody.i;main;6;;InBetween;0.03;0.01;;;;;;
17;nbody.i;main;6;;Single;0.01;0;;;;;;
15;nbody.i;main;6;;Innermost;0.01;0;;;;;;
