Nb Loops;If Clean;If FP Vect;If Fully Vect;IF FP Only
1;1.001;1.0015;1.0026;1.0022;
2;1.0015;1.0023;1.0041;1.0035;
3;1.0015;1.0023;1.0041;1.0035;
4;1.0015;1.0023;1.0041;1.0035;
