Node;Process;Thread;System (%);Binary (%);MPI (%);Nb Cycle Events;OMP (%);Others (%);String (%);Memory (%);IO (%);Time (s);Math (%);Pthread (%);
_ALL;_ALL;_ALL;0.13;99.8;0;7135.01;0;0.07;0;0;0;35.68;0;0;
knl07;_ALL;_ALL;0.13;99.8;0;7135.01;0;0.07;0;0;0;35.68;0;0;
knl07;618328;_ALL;0.13;99.8;0;7135.01;0;0.07;0;0;0;35.68;0;0;
knl07;618328;618328;0.13;99.8;0;7135.01;0;0.07;0;0;0;35.68;0;0;
