block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
107;nbody.g;;98.48;22.68;22.68;22.68;22.68;0;1;
105;nbody.g;;0.8;0.18;0.19;0.19;0.19;0;1;
101;nbody.g;;0.28;0.06;0.06;0.06;0.06;0;1;
109;nbody.g;;0.15;0.04;0.04;0.04;0.04;0;1;
108;nbody.g;;0.13;0.03;0.03;0.03;0.03;0;1;
