block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
107;nbody.g;;98.48;22.68;;;;;;
105;nbody.g;;0.8;0.18;;;;;;
101;nbody.g;;0.28;0.06;;;;;;
109;nbody.g;;0.15;0.04;;;;;;
108;nbody.g;;0.13;0.03;;;;;;
