block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
81;nbody.i;;62.52;5.08;5.08;5.08;5.08;0;1;
122;nbody.i;;36.18;2.94;2.94;2.94;2.94;0;1;
77;nbody.i;;0.18;0.01;0.01;0.01;0.01;0;1;
118;nbody.i;;0.12;0.01;0.01;0.01;0.01;0;1;
66;nbody.i;;0.06;0;0;0;0;0;1;
68;nbody.i;;0.06;0;0;0;0;0;1;
109;nbody.i;;0.06;0;0;0;0;0;1;
