loop_id;module;function_name;function_id;source_info;level;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
5;nbody.g;move_particles;9;;Innermost;97.59;4.85;;;;;;
6;nbody.g;move_particles;9;;Innermost;1.71;0.09;;;;;;
3;nbody.g;move_particles;9;;Innermost;0.3;0.01;;;;;;
4;nbody.g;move_particles;9;;Outermost;0.2;0.01;;;;;;
