block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
107;nbody.g;;97.59;4.85;4.85;4.85;4.85;0;1;
105;nbody.g;;1.71;0.09;0.08;0.08;0.08;0;1;
111;nbody.g;;0.3;0.01;0.01;0.01;0.01;0;1;
109;nbody.g;;0.1;0;0;0;0;0;1;
108;nbody.g;;0.1;0;0;0;0;0;1;
