block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
107;nbody.g;;98.93;32.87;32.87;32.87;32.87;0;1;
105;nbody.g;;0.6;0.2;0.2;0.2;0.2;0;1;
101;nbody.g;;0.18;0.06;0.06;0.06;0.06;0;1;
108;nbody.g;;0.09;0.03;0.03;0.03;0.03;0;1;
114;nbody.g;;0.05;0.01;0.01;0.01;0.01;0;1;
109;nbody.g;;0.02;0;0;0;0;0;1;
88;nbody.g;;0.02;0;0;0;0;0;1;
103;nbody.g;;0.02;0;0;0;0;0;1;
